,pdb id,unfiltered lig,metal,covalent lig,lig,lig filtered,lig num,res,res lig,res site frac,res filtered,res filtered lig,res num,lig (type),lig num (type),lig (mass),lig num (mass),rna frac,ribosomal rna,viral rna,ribozyme,riboswitch,aptamer,primer complex,splicing-related,other structure,type num,elements,elements out,size dim1,size dim2,size dim3,size
728,1NJI,"['CD', 'CL', 'CLM', 'HOH', 'K', 'MG', 'NA']","['MG', 'K', 'NA', 'CL', 'CD']",[],"['CLM', 'HOH']",['CLM'],1,[9001],['CLM'],[0.9589552238805971],[9001],['CLM'],1,['CLM'],1.0,['CLM'],1,0.6814682917118273,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],156.62465,214.1724,202.09221,214.1724
730,4P3S,"['5BU', 'GET', 'HOH']",[],"['5BU', '5BU', '5BU', '5BU']","['GET', 'HOH']",['GET'],1,"[101, 102, 103]","['GET', 'GET', 'GET']","[1.0, 1.0, 1.0]","[101, 102, 103]","['GET', 'GET', 'GET']",3,['GET'],1.0,['GET'],1,1.0,1,0,0,0,0,0,0,0,1,['BR' 'C' 'N' 'O' 'P'],['BR'],40.140503,53.016796,56.711353,56.711353
738,7KVU,"['2ZY', 'GTP', 'HOH', 'K', 'MG']","['MG', 'K']",['GTP'],"['2ZY', 'HOH']",['2ZY'],1,[106],['2ZY'],[1.0],[106],['2ZY'],1,['2ZY'],1.0,['2ZY'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],120.18085,41.240902,90.421455,120.18085
742,5WNT,"['0TD', '12A', '2MG', '4OC', '5MC', '70U', '7MG', 'A2M', 'B6M', 'HOH', 'K', 'M2G', 'MA6', 'MG', 'PSU', 'UR3', 'ZN']","['MG', 'K', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD', 'A2M', '70U', '70U', '12A', '12A', 'PSU', 'PSU']","['B6M', 'HOH']",['B6M'],1,[1858],['B6M'],[0.9346246973365617],[1858],['B6M'],1,['B6M'],1.0,['B6M'],1,0.6299573973663827,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],296.01538,181.70187,139.76273,296.01538
743,6TFH,"['CBV', 'MN', 'NA', 'NAD']","['MN', 'NA']","['CBV', 'CBV']",['NAD'],['NAD'],1,[110],['NAD'],[1.0],[110],['NAD'],1,['NAD'],1.0,['NAD'],1,1.0,0,0,0,1,0,0,0,0,1,['BR' 'C' 'H' 'N' 'O' 'P'],['BR'],37.219677,28.36689,59.54935,59.54935
751,6LAX,"['HOH', 'MSE', 'SAM']",[],"['MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE']","['HOH', 'SAM']",['SAM'],1,[101],['SAM'],[0.9269521410579346],[101],['SAM'],1,['SAM'],1.0,['SAM'],1,0.5248828386520866,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P' 'SE'],['SE'],46.90936,52.63722,80.643974,80.643974
754,7TDC,"['A23', 'CA', 'GMI', 'HOH', 'MG']","['MG', 'CA']",['A23'],"['GMI', 'HOH']",['GMI'],1,[101],['GMI'],[1.0],[101],['GMI'],1,['GMI'],1.0,['GMI'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'H' 'N' 'O' 'P'],[],35.14105,38.95956,54.60388,54.60388
757,6E1S,"['HLV', 'HOH', 'N']",[],"['N', 'N']","['HLV', 'HOH']",['HLV'],1,[101],['HLV'],[1.0],[101],['HLV'],1,['HLV'],1.0,['HLV'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],55.98373,60.41954,48.61032,60.41954
763,4YB0,"['C2E', 'GDP', 'HOH', 'K', 'MG']","['MG', 'K']","['GDP', 'GDP']","['C2E', 'HOH']",['C2E'],1,[102],['C2E'],[1.0],[102],['C2E'],1,['C2E'],1.0,['C2E'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],233.64182,71.57648,215.73257,233.64182
767,1VQ9,"['1MA', 'ACA', 'CD', 'CL', 'HOH', 'K', 'MG', 'NA', 'OMG', 'OMU', 'PSU', 'SPS', 'SR', 'UR3']","['MG', 'K', 'NA', 'CL', 'SR', 'CD']","['1MA', '1MA', 'OMU', 'OMG', 'OMU', 'OMG', 'UR3', 'UR3', 'PSU', 'PSU', 'ACA']","['HOH', 'SPS']",['SPS'],1,[9701],['SPS'],[0.9725],[9701],['SPS'],1,['SPS'],1.0,['SPS'],1,0.6770135796360438,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],154.41841,213.40067,207.74464,213.40067
768,6V9B,"['K', 'QSA']",['K'],[],['QSA'],['QSA'],1,"[101, 102]","['QSA', 'QSA']","[1.0, 1.0]","[101, 102]","['QSA', 'QSA']",2,['QSA'],1.0,['QSA'],1,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],49.060658,32.397137,42.21237,49.060658
777,2ESI,"['HOH', 'KAN']",[],[],"['HOH', 'KAN']",['KAN'],1,"[50, 51, 52]","['KAN', 'KAN', 'KAN']","[1.0, 1.0, 1.0]","[50, 51, 52]","['KAN', 'KAN', 'KAN']",3,['KAN'],1.0,['KAN'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],43.995613,32.471798,32.51703,43.995613
784,4X62,"['0TD', '12A', '2MG', '4OC', '5MC', '70U', '7MG', 'HOH', 'K', 'M2G', 'MA6', 'MG', 'PAR', 'PSU', 'UR3', 'ZN']","['MG', 'K', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD', '70U', '70U', '12A', '12A', 'PSU', 'PSU']","['HOH', 'PAR']",['PAR'],1,"[1601, 1602, 1603, 1604, 1605, 1606]","['PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR']","[0.9271070615034168, 0.8732106339468303, 1.0, 0.7982832618025751, 0.7592997811816192, 0.9761336515513126]","[1601, 1602, 1603, 1604, 1605, 1606]","['PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR']",6,['PAR'],1.0,['PAR'],1,0.6296418327002093,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],297.08414,182.1817,140.8166,297.08414
785,7L0Z,"['2ZY', 'HOH', 'K', 'MG', 'NA', 'PO4', 'SPM']","['MG', 'PO4', 'NA', 'K']",[],"['2ZY', 'HOH', 'SPM']",['2ZY'],1,[101],['2ZY'],[1.0],[101],['2ZY'],1,['2ZY'],1.0,"['2ZY', 'SPM']",2,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],77.66577,29.386778,37.265026,77.66577
786,3DLL,"['MG', 'ZLD', 'ZN']","['ZN', 'MG']",[],['ZLD'],['ZLD'],1,[2911],['ZLD'],[0.9869791666666666],[2911],['ZLD'],1,['ZLD'],1.0,['ZLD'],1,0.720716302215417,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],156.5691,233.72836,209.5452,233.72836
787,6TF2,"['ATP', 'BR', 'HOH', 'MG', 'NA']","['MG', 'NA', 'BR']",[],"['ATP', 'HOH']",['ATP'],1,[109],['ATP'],[1.0],[109],['ATP'],1,['ATP'],1.0,['ATP'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],37.550453,28.252764,58.9234,58.9234
789,3IQN,"['BA', 'HOH', 'K', 'SAM']","['BA', 'K']",[],"['HOH', 'SAM']",['SAM'],1,[301],['SAM'],[0.9416846652267818],[301],['SAM'],1,['SAM'],1.0,['SAM'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],82.996925,79.94403,51.75721,82.996925
791,6YML,"['AMP', 'CBV', 'DSH', 'HOH', 'SO4']",['SO4'],"['CBV', 'CBV', 'CBV', 'CBV']","['AMP', 'DSH', 'HOH']",['DSH'],1,"[101, 102]","['DSH', 'DSH']","[1.0, 1.0]","[101, 102]","['DSH', 'DSH']",2,['DSH'],1.0,"['AMP', 'DSH']",2,1.0,0,0,0,1,0,0,0,0,1,['BR' 'C' 'N' 'O' 'P'],['BR'],38.553574,78.888054,38.991257,78.888054
793,2ET8,"['HOH', 'XXX']",[],[],"['HOH', 'XXX']",['XXX'],1,[51],['XXX'],[1.0],[51],['XXX'],1,['XXX'],1.0,['XXX'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],38.37129,40.50259,52.40914,52.40914
795,4XW7,"['AMZ', 'HOH', 'IRI', 'MG']","['MG', 'IRI']",[],"['AMZ', 'HOH']",['AMZ'],1,[101],['AMZ'],[1.0],[101],['AMZ'],1,['AMZ'],1.0,['AMZ'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],55.78421,43.491573,167.90846,167.90846
797,4DR3,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'M2G', 'MA6', 'MG', 'PSU', 'SRY', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'SRY']",['SRY'],1,[1601],['SRY'],[0.8458049886621315],[1601],['SRY'],1,['SRY'],1.0,['SRY'],1,0.6279423523217037,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],301.10364,182.57672,139.65364,301.10364
808,4F8V,"['HOH', 'SIS']",[],[],"['HOH', 'SIS']",['SIS'],1,[101],['SIS'],[1.0],[101],['SIS'],1,['SIS'],1.0,['SIS'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],35.384426,36.1706,45.258976,45.258976
819,6LAS,"['HOH', 'MSE', 'SAM']",[],"['MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE']","['HOH', 'SAM']",['SAM'],1,[101],['SAM'],[0.9282178217821783],[101],['SAM'],1,['SAM'],1.0,['SAM'],1,0.5305662079855629,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P' 'SE'],['SE'],72.549446,44.949562,176.87952,176.87952
823,3D2V,"['HOH', 'MG', 'PYI']",['MG'],[],"['HOH', 'PYI']",['PYI'],1,"[82, 84]","['PYI', 'PYI']","[1.0, 1.0]","[82, 84]","['PYI', 'PYI']",2,['PYI'],1.0,['PYI'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],42.28175,69.64959,42.57114,69.64959
826,3IWN,['C2E'],[],[],['C2E'],['C2E'],1,"[601, 501]","['C2E', 'C2E']","[1.0, 1.0]","[601, 501]","['C2E', 'C2E']",2,['C2E'],1.0,['C2E'],1,0.7360059116940698,0,0,0,1,0,0,1,0,2,['C' 'N' 'O' 'P'],[],65.278404,77.702415,102.93084,102.93084
828,4LF5,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'HYG', 'K', 'M2G', 'MG', 'PSU', 'UR3', 'ZN']","['MG', 'K', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'HYG']",['HYG'],1,[1717],['HYG'],[1.0],[1717],['HYG'],1,['HYG'],1.0,['HYG'],1,0.6280196998306438,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],299.47482,181.32135,139.84013,299.47482
835,3GX6,"['MN', 'SAM']",['MN'],[],['SAM'],['SAM'],1,[301],['SAM'],[0.9405286343612335],[301],['SAM'],1,['SAM'],1.0,['SAM'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],28.554138,48.874157,51.54818,51.54818
836,3GX7,"['MG', 'SAM']",['MG'],[],['SAM'],['SAM'],1,[301],['SAM'],[0.9405286343612335],[301],['SAM'],1,['SAM'],1.0,['SAM'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],82.61289,80.18485,52.082325,82.61289
837,7DUK,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'M2G', 'MA6', 'MG', 'PSU', 'SIS', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'MA6', 'SIS']",['MA6' 'SIS'],2,"[1835, 1518, 1519]","['SIS', 'MA6', 'MA6']","[0.9413333333333334, 1.0, 1.0]","[1835, 1518, 1519]","['SIS', 'MA6', 'MA6']",3,"['MA6', 'SIS']",2.0,"['MA6', 'SIS']",2,0.6310792257266065,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],299.2118,182.11667,140.99873,299.2118
838,6MKN,"['I', 'MG', 'PAR']",['MG'],[],"['I', 'PAR']",['I' 'PAR'],2,"[1601, 34]","['PAR', 'I']","[0.9523809523809523, 0.9967105263157895]","[1601, 34]","['PAR', 'I']",2,"['I', 'PAR']",2.0,"['I', 'PAR']",2,0.6295061752182038,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],300.21872,182.43709,137.03152,300.21872
840,6YPU,"['AKN', 'MG']",['MG'],[],['AKN'],['AKN'],1,[1607],['AKN'],[0.9329896907216495],[1607],['AKN'],1,['AKN'],1.0,['AKN'],1,0.6729374228696987,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],323.92874,227.72435,304.49463,323.92874
844,3B4A,"['A23', 'GLP', 'HOH', 'MG']",['MG'],['A23'],"['GLP', 'HOH']",['GLP'],1,[401],['GLP'],[1.0],[401],['GLP'],1,['GLP'],1.0,['GLP'],1,1.0,0,0,1,1,0,0,0,0,2,['C' 'N' 'O' 'P'],[],91.35314,65.5627,94.50467,94.50467
845,4ZC7,"['HOH', 'PAR']",[],[],"['HOH', 'PAR']",['PAR'],1,[101],['PAR'],[1.0],[101],['PAR'],1,['PAR'],1.0,['PAR'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],31.899784,47.40977,54.064743,54.064743
848,4DR2,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'M2G', 'MA6', 'MG', 'PAR', 'PSU', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'PAR']",['PAR'],1,"[1601, 1602, 1603, 1604, 1605, 1606, 1607, 1608, 1609, 1610, 1611, 1612, 1613, 1614, 1615, 1616, 1617]","['PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR']","[0.9444444444444444, 0.8861788617886179, 0.9171717171717172, 1.0, 0.8084210526315789, 0.7483443708609272, 0.8762135922330098, 0.9643705463182898, 0.6952191235059761, 0.8607888631090487, 0.9472477064220184, 0.8242280285035629, 1.0, 1.0, 0.7403598971722365, 0.9882629107981221, 0.961764705882353]","[1601, 1602, 1603, 1604, 1605, 1606, 1607, 1608, 1609, 1610, 1611, 1612, 1613, 1614, 1615, 1616, 1617]","['PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR']",17,['PAR'],1.0,['PAR'],1,0.6272477546805899,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],299.1792,184.52779,141.42332,299.1792
856,5DHB,"['5GP', 'HOH', 'LCC', 'LCG', 'TLN']",[],"['LCC', 'TLN', 'LCG', 'TLN', 'LCG', 'LCC', 'TLN', 'LCG', 'TLN', 'LCG', 'LCC', 'TLN', 'LCG', 'TLN', 'LCG', 'LCC', 'TLN', 'LCG', 'TLN', 'LCG']","['5GP', 'HOH']",['5GP'],1,[101],['5GP'],[1.0],[101],['5GP'],1,['5GP'],1.0,['5GP'],1,1.0,0,0,0,0,0,0,0,1,1,['C' 'N' 'O' 'P'],[],23.862844,30.260748,33.74907,33.74907
859,7E9E,"['HOH', 'J0C', 'MG', 'N', 'SO4']","['SO4', 'MG']","['N', 'N', 'N', 'N', 'N']","['HOH', 'J0C']",['J0C'],1,[101],['J0C'],[1.0],[101],['J0C'],1,['J0C'],1.0,['J0C'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],25.158705,28.62946,29.585817,29.585817
862,6DMD,"['CCC', 'G4P', 'GTP', 'HOH', 'K', 'MG', 'MN', 'NA']","['MN', 'NA', 'MG', 'K']","['GTP', 'CCC', 'GTP', 'CCC']","['G4P', 'HOH']",['G4P'],1,[201],['G4P'],[1.0],[201],['G4P'],1,['G4P'],1.0,['G4P'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],84.92261,23.549185,72.95907,84.92261
863,3B4B,"['3AD', 'GLP', 'HOH', 'MG']",['MG'],['3AD'],"['GLP', 'HOH']",['GLP'],1,[201],['GLP'],[1.0],[201],['GLP'],1,['GLP'],1.0,['GLP'],1,1.0,0,0,1,1,0,0,0,0,2,['C' 'N' 'O' 'P'],[],92.01856,46.18891,52.727283,92.01856
865,6MPF,"['I', 'MG', 'PAR', 'RSP', 'ZN']","['MG', 'ZN']","['RSP', 'RSP']","['I', 'PAR']",['I' 'PAR'],2,"[1601, 34]","['PAR', 'I']","[0.9397590361445783, 1.0]","[1601, 34]","['PAR', 'I']",2,"['I', 'PAR']",2.0,"['I', 'PAR']",2,0.6295768408482444,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],298.48767,185.81087,140.4426,298.48767
878,4QLN,"['2BA', 'HOH', 'MG']",['MG'],[],"['2BA', 'HOH']",['2BA'],1,"[201, 202]","['2BA', '2BA']","[1.0, 1.0]","[201, 202]","['2BA', '2BA']",2,['2BA'],1.0,['2BA'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],43.760082,64.8275,51.238937,64.8275
880,4JIY,"['FE2', 'HOH', 'NPM']",['FE2'],[],"['HOH', 'NPM']",['NPM'],1,"[104, 101]","['NPM', 'NPM']","[1.0, 1.0]","[104, 101]","['NPM', 'NPM']",2,['NPM'],1.0,['NPM'],1,1.0,0,0,0,0,0,0,0,1,1,['C' 'N' 'O' 'P'],[],69.20018,59.893143,53.955074,69.20018
890,4X64,"['0TD', '12A', '2MG', '4OC', '5MC', '6MD', '70U', '7MG', 'HOH', 'K', 'M2G', 'MA6', 'MG', 'PAR', 'PSU', 'UR3', 'ZN']","['MG', 'K', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD', '6MD', '70U', '70U', '12A', '12A', 'PSU', 'PSU']","['HOH', 'PAR']",['PAR'],1,"[1601, 1602, 1603, 1604, 1605, 1606]","['PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR']","[0.9255813953488372, 0.8882113821138211, 1.0, 0.8135593220338984, 0.7654867256637168, 0.9645390070921985]","[1601, 1602, 1603, 1604, 1605, 1606]","['PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR']",6,['PAR'],1.0,['PAR'],1,0.6295053996936619,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],296.7749,182.05804,140.7731,296.7749
903,7EDM,"['GET', 'HG', 'HOH']",['HG'],[],"['GET', 'HOH']",['GET'],1,"[101, 102]","['GET', 'GET']","[1.0, 1.0]","[101, 102]","['GET', 'GET']",2,['GET'],1.0,['GET'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],31.363138,32.00857,42.57499,42.57499
905,4YAZ,"['4BW', 'GTP', 'HOH', 'K', 'MG']","['MG', 'K']","['GTP', 'GTP']","['4BW', 'HOH']",['4BW'],1,"[106, 103]","['4BW', '4BW']","[1.0, 1.0]","[106, 103]","['4BW', '4BW']",2,['4BW'],1.0,['4BW'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],124.38345,63.992126,149.73967,149.73967
906,3TZR,"['HOH', 'MG', 'SO4', 'SS0']","['MG', 'SO4']",[],"['HOH', 'SS0']",['SS0'],1,[75],['SS0'],[1.0],[75],['SS0'],1,['SS0'],1.0,['SS0'],1,1.0,1,0,0,1,0,0,0,0,2,['C' 'N' 'O' 'P'],[],28.783495,22.002735,39.597404,39.597404
907,7OA3,"['GTP', 'IR', 'K', 'MG', 'V5Z']","['K', 'IR', 'MG']","['GTP', 'GTP']",['V5Z'],['V5Z'],1,[101],['V5Z'],[1.0],[101],['V5Z'],1,['V5Z'],1.0,['V5Z'],1,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],53.968086,41.320415,49.530106,53.968086
911,4K32,"['GET', 'HOH']",[],[],"['GET', 'HOH']",['GET'],1,[101],['GET'],[1.0],[101],['GET'],1,['GET'],1.0,['GET'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],31.875103,30.43652,48.84666,48.84666
914,7D7X,"['ADP', 'GTP', 'HOH', 'MG']",['MG'],[],"['ADP', 'GTP', 'HOH']",['ADP'],1,[110],['ADP'],[1.0],[110],['ADP'],1,['ADP'],1.0,"['ADP', 'GTP']",2,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],42.65128,32.532425,60.767746,60.767746
915,2HOJ,"['A23', 'HOH', 'MG', 'MN', 'TPP']","['MN', 'MG']",['A23'],"['HOH', 'TPP']",['TPP'],1,[114],['TPP'],[1.0],[114],['TPP'],1,['TPP'],1.0,['TPP'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],43.61519,62.027325,94.79275,94.79275
917,1YLS,"['CSL', 'DAI', 'HOH', 'MG', 'UMS']",['MG'],"['UMS', 'UMS', 'UMS', 'UMS', 'UMS', 'UMS', 'UMS', 'CSL', 'CSL', 'CSL', 'CSL', 'CSL', 'CSL', 'UMS', 'UMS', 'UMS', 'CSL', 'CSL', 'CSL', 'CSL', 'CSL', 'CSL', 'UMS', 'UMS']","['DAI', 'HOH']",['DAI'],1,[100],['DAI'],[1.0],[100],['DAI'],1,['DAI'],1.0,['DAI'],1,1.0,0,0,1,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'SE'],['SE'],85.93998,54.956867,49.158955,85.93998
923,6CK5,"['BA', 'HOH', 'K', 'MG', 'PRP']","['BA', 'MG', 'K']",[],"['HOH', 'PRP']",['PRP'],1,"[216, 217]","['PRP', 'PRP']","[1.0, 1.0]","[216, 217]","['PRP', 'PRP']",2,['PRP'],1.0,['PRP'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],35.807217,45.25418,150.33214,150.33214
925,4GKJ,"['MG', 'PAR', 'RSQ', 'ZN']","['MG', 'ZN']",['RSQ'],['PAR'],['PAR'],1,[1785],['PAR'],[0.9392523364485982],[1785],['PAR'],1,['PAR'],1.0,['PAR'],1,0.62999518999519,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],297.64038,184.81256,141.051,297.64038
927,3GX3,"['HOH', 'K', 'MG', 'SAH']","['MG', 'K']",[],"['HOH', 'SAH']",['SAH'],1,[301],['SAH'],[0.9415730337078652],[301],['SAH'],1,['SAH'],1.0,['SAH'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],82.08202,79.891624,51.61074,82.08202
932,4WFA,"['EOH', 'EPE', 'MG', 'MN', 'MPD', 'NA', 'SPD', 'ZLD']","['MG', 'MN', 'NA']",[],"['EOH', 'EPE', 'MPD', 'SPD', 'ZLD']",['ZLD'],1,[3001],['ZLD'],[1.0],[3001],['ZLD'],1,['ZLD'],1.0,"['EPE', 'ZLD']",2,0.750117629578267,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],157.98561,166.99417,134.6652,166.99417
935,3NPQ,"['HOH', 'NCO', 'SAH']",[],[],"['HOH', 'NCO', 'SAH']",['SAH'],1,[55],['SAH'],[0.9212121212121213],[55],['SAH'],1,['SAH'],1.0,['SAH'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],56.53728,51.99665,67.92402,67.92402
939,6PC6,"['1MG', '2MA', '2MG', '3TD', '5MC', '5MU', '6MZ', 'G7M', 'O7S', 'OMC', 'OMG', 'OMU', 'PSU']",[],"['1MG', '1MG', 'PSU', '5MU', 'PSU', '5MU', 'PSU', 'PSU', '6MZ', '6MZ', '2MG', '2MG', 'PSU', 'PSU', 'PSU', '3TD', '3TD', 'PSU', 'PSU', '5MU', '5MU', '5MC', '5MC', 'G7M', 'G7M', 'OMG', 'OMG', '2MG', '2MG', '2MG', 'PSU', 'PSU', 'OMC', 'OMC', '2MA', '2MA', 'PSU', 'PSU', 'OMU', 'OMU', 'PSU', 'PSU', 'PSU', 'PSU']",['O7S'],['O7S'],1,[3001],['O7S'],[1.0],[3001],['O7S'],1,['O7S'],1.0,['O7S'],1,0.8973686047323236,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],392.111,364.89594,380.2759,392.111
945,3SLQ,"['5GP', 'CCC', 'GTP', 'HOH', 'SIN', 'SO4']",['SO4'],"['GTP', 'CCC', 'GTP', 'CCC']","['5GP', 'HOH', 'SIN']",['5GP'],1,[120],['5GP'],[1.0],[120],['5GP'],1,['5GP'],1.0,['5GP'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],27.318136,28.970798,93.52475,93.52475
947,7EOO,"['GTP', 'HOH', 'J8X', 'MG']",['MG'],['GTP'],"['HOH', 'J8X']",['J8X'],1,[102],['J8X'],[1.0],[102],['J8X'],1,['J8X'],1.0,['J8X'],1,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],59.801254,41.60684,36.511486,59.801254
